iter	MultiClass
0	1.5631350651	1.515792561
2	1.476338723
33	1.44031981
4	1.404679617
5	1.37785788
6	1.349132504
7	1.323395167
8	1.297051159
9	9	1.28368822110	1.259623482111	1.23594061712	1.203513274
13	1.182855627
114	1.182349329115	1.165807887116	1.12165747617	1.108056814
18	1.094964295
19	1.080941543
220	1.06361112721	1.051612625
22	1.038789652
23	1.026883862
24	1.012572156
25	1.003499898
26	0.9928425076
27	0.9813066009
28	0.9704900215
29	0.958273088
330	0.9477621912
31	0.9364116936332	0.9269240401
33	0.9181558563
34	0.9082078612
35	0.8995365388
36	0.8912581037	37	0.8832457332
38	0.8746381399
39	0.8686430346
40	0.8606875846
41	0.8541922251
42	0.8457626375
43	0.8372139364
44	0.8306021567
45	0.823925509
46	0.8175696934
47	0.8107338311
48	0.8063823414
49	0.8004932379
50	0.7938366749
51	0.7881499947
52	0.7791804316
53	0.7726352926
54	0.7680438365
55	0.7618625109
56	0.7575295746
57	0.7523321021
58	0.7474000832
59	0.7444518306
60	0.737628062
61	0.7321358364
62	0.7257850153
63	0.7213667151
64	0.7168450473
65	0.7112152037
66	0.7071122767
67	0.7018368757
68	0.6957473027669	0.691566281
70	0.6756790294
71	0.670774745
772	0.6779577333773	0.6743339607
74	0.669987227
75	0.6524896425
76	0.6620135481
77	0.6420131427
78	0.6390528026
79	0.650159414
880	0.6432445821
81	0.6244957246882	0.6357975637883	0.6327625558
84	0.6297176097
85	0.6268549345886	0.6222363086887	0.6181883092
88	0.6133634074889	0.6096983237
90	0.6047744257
91	0.5996174476
92	0.5954368547
93	0.5912970121
94	0.587373261695	0.570195251
9696	0.5797809418
97	0.5758135694
98	0.5732945378
99	0.5680470388
100	0.5638804085
101	0.5612942553
102	0.5573250018
103	0.5533659812
104	0.5489774817
105	0.5437639115
106	0.5410684921
107	0.5372837586
108	0.5332903772
109	0.5296258743
110	0.5262959825
111	0.5225279741
112	0.5187113	0.5113	0.5144688998
114	0.5111293837
115	0.5069015418
116	0.5036304831
117	0.5001920695
118	0.4977028128
119	0.4939644808
120	0.4907969039
121	0.4873349433
122	0.484697752
123	0.4814001763
124	0.4767583675
125	0.4742126126	0.46191773127127	0.45790523128128	0.4545370512912129	0.4605019572
130	0.4576545605
131	0.4541135703
132	0.4514551746
133	0.4490186537
134	0.4464934434
135	0.4439858239
136	0.4409017064
137	0.4386687389
138	0.435841714
139	0.4328564554
140	0.4290337003141	0.4162798751
142	0.4140982829
143	0.410342599
144	0.4084760413
145	0.4067564358
146	0.4165147	0.4147	0.4025148	0.4148	0.4104149	0.4096003461
150	0.4069054332
151	0.4044612367
152	0.4152	0.3977848283
153	0.3949154	0.3964927799
155	0.155	0.3916703195
156	0.3898085346
157	0.3868282102
158	0.38515159	0.159	0.3825776384
160	0.3798002309
161	0.3775608467
162	0.37518163	0.163	0.3737416337
164	0.3721960882
165	0.370194497
166	0.3677051094
167	0.3657114114
168	0.3640996274
169	0.3627197778
170	0.3613012222
171	0.3600956417
172	0.3586435948
173	0.3552791322
174	0.3535822423
175	0.3516293601
176	0.348996465
177	0.347178	0.34178	0.345179	0.3448988666
180	0.3441688663
181	0.3416794564
182	0.3395625523
183	0.3371720873
184	0.3348012667
185	0.33225176
186	0.3297252101
187	0.328393134
188	0.3268416915
189	0.3251061559
190	0.32354190	0.3247828752
191	0.322856635
192	0.3213001617
193	0.3192916853
194	0.195	0.3170493677
196	0.3157138608
197	0.3138667733
198	0.3126853003
199	0.3105913525
200	0.3091356664
201	0.3080039158
202	0.306182293
203	0.3044768864
204	0.3033916455
205	0.3025525814
206	0.3004107113
207	0.2991800672
208	0.2971826591
209	0.2950495148
210	0.2928812402
211	0.2923094963
212	0.2912184178
213	0.2894828877
214	0.2886431184
215	0.2869817636
216	0.2859401054
217	0.2848695686
218	0.2834698588
219	0.282304172
220	0.280887605
221	0.2798865911
222	0.2784939719
223	0.2769432877
224	0.2755057391
225	0.2745747808
226	0.2728229813
227	0.271458955
228	0.2698888325
229	0.268405353
230	0.2664957142
231	0.2655581337
232	0.2645163301
233	0.2628823194
234	0.2615197783
235	0.2607808818
236	0.2591426096
237	0.2581774929
238	0.2572422464
239	0.2559689608
240	0.254993287
241	0.2538676256
242	0.2530410522
243	0.2523918798
244	0.2511562014
245	0.2507858919
246	0.250207456
247	0.2496966817
248	0.2481490775
249	0.2468843374
250	0.2461451046
251	0.2453813304
252	0.2438866889
253	0.2426845571
254	0.241931472
255	0.2407296378
256	0.2397828527
257	0.2386726371
258	0.2372054081
259	0.23678259	0.2303831542
260	0.2294479485
261	0.2284159657
262	0.2272866349
263	0.2266689502
264	0.2257761716
265	0.2250636697
266	0.2239894417
267	0.2230151578
268	0.2218459711
269	0.2212969252
270	0.2205959329
271	0.2195493842
272	0.218442972
273	0.2169151787
274	0.2160822946
275	0.2147587315
276	0.2143768113
277	0.2134755429
278	0.2125086638
279	0.2118283033
280	0.2112187093
281	0.210424445
282	0.2090971363
283	0.2083454757
284	0.2075239959
285	0.2064969256
286	0.2052674829
287	0.2045215675
288	0.2037975767
289	0.2030082734
290	0.2021204554
291	0.2009202082
292	0.1999042488
293	0.1992750391
294	0.1983535204
295	0.1974616783
296	0.1964173628
297	0.195529219
298	0.1948415346
299	0.1938016846
300	0.1926462372
301	0.1920319451
302	0.191494598
303	0.1906747431
304	0.1899489657
305	0.18930643
306	0.1883433265
307	0.1872836078
308	0.1864229342
309	0.1856291869
310	0.1846692693
311	0.1841718846
312	0.1835759345
313	0.1824537972
314	0.1815586391
315	0.1810418691
316	0.1800364043
317	0.1795023193
318	0.1789205004
319	0.1785236873
320	0.1775604481
321	0.1766495048
322	0.1760099198
323	0.1756337251
324	0.1746982517
325	0.1739715132
326	0.1731581779
327	0.172217391
328	0.1714322296
329	0.1706373077
330	0.1702978002
331	0.1694958624
332	0.1687279252
333	0.1681573231
334	0.1678975052
335	0.1674831313
336	0.166495821
337	0.1662430735
338	0.1657776996
339	0.1653077883
340	0.1647899685
341	0.1641753317
342	0.1634678525
343	0.1625631407
344	0.1619604588
345	0.1614742156
346	0.1610930932
347	0.1603690701
348	0.1596559675
349	0.1591175993
350	0.1586645594
351	0.1579613525
352	0.1576031716
353	0.157292665
354	0.156859137
355	0.1561113585
356	0.155555241
357	0.1552068318
358	0.1545988183
359	0.1538344461
360	0.1533717402
361	0.1528484844
362	0.1525952171
363	0.1518275916
364	0.1513833164
365	0.1509318051
366	0.1505026869
367	0.1500257723
368	0.1496091021
369	0.1487838485
370	0.1480977736
371	0.1476269523
372	0.1469325986
373	0.146608342
374	0.146433086
375	0.1461316794
376	0.1455488669
377	0.1449902697
378	0.1444093736
379	0.1438283966
380	0.1432018678
381	0.1425457932
382	0.1419507125
383	0.1415401272
384	0.1411200165
385	0.1408704565
386	0.1404086086
387	0.1400859623
388	0.1397497482
389	0.1394905474
390	0.139050452
391	0.1386394743
392	0.1383020395
393	0.1375159299
394	0.1367981573
395	0.1364018737
396	0.1358499697
397	0.1355119685
398	0.1348815945
399	0.1343381282
400	0.1338668044
401	0.1334648679
402	0.1328626369
403	0.1324384039
404	0.1320806084
405	0.1317547094
406	0.1313631169
407	0.131156769
408	0.1307052632
409	0.1302931517
410	0.1297378301
411	0.1292479517
412	0.1288178373
413	0.1285532487
414	0.1280835526
415	0.127948106
416	0.1272849207
417	0.1271542583
418	0.1267371962
419	0.1262284189
420	0.1258009415
421	0.1253939617
422	0.1248717722
423	0.124355777
424	0.123917266
425	0.1233459029
426	0.1228742687
427	0.1222518064
428	0.1219251055
429	0.1216042786
430	0.1212340424
431	0.1208835497
432	0.1202758791
433	0.1198534497
434	0.1194517743
435	0.1190411933
436	0.1186957359
437	0.1181440083
438	0.1179312972
439	0.1177003767
440	0.1174519773
441	0.1170411815
442	0.1167152881
443	0.1163934775
444	0.1157895023
445	0.1154423421
446	0.1150342909
447	0.1146780208
448	0.1143811501
449	0.1141102826
450	0.1139036108
451	0.1136345732
452	0.1133916881
453	0.1130251455
454	0.1127577805
455	0.1122586688
456	0.1119549414
457	0.1117976757
458	0.1113811625
459	0.1109413597
460	0.1107208342
461	0.1105877802
462	0.110243311
463	0.1100222288
464	0.1099057439
465	0.1096141003
466	0.1093351642
467	0.1089187776
468	0.1085835888
469	0.1082927369
470	0.1081995055
471	0.1077757794
472	0.1074619565
473	0.1070944068
474	0.1068019062
475	0.1065657955
476	0.1062537854
477	0.1059541078
478	0.1056348045
479	0.1053822274
480	0.1050327004
481	0.1047905391
482	0.1043606394
483	0.1041108564
484	0.1037835479
485	0.1034205555
486	0.1032565163
487	0.1030888415
488	0.1026365887
489	0.1024019401
490	0.1020670651
491	0.1017667675
492	0.101379648
493	0.1010256863
494	0.1006743097
495	0.1002754435
496	0.0999574092
497	0.09967208203
498	0.09935423915
499	0.0992416886
500	0.09906218698
501	0.09879201959
502	0.09860706523
503	0.09830665006
504	0.09811205148
505	0.09792006235
506	0.097751526
507	0.09750871685
508	0.09721780885
509	0.09680502672
510	0.09650356748
511	0.09629981396
512	0.0959564121
513	0.09582198735
514	0.0955375379
515	0.09523332983
516	0.09504464343
517	0.0947216142
518	0.09450640921
519	0.09431771282
520	0.0940825104
521	0.0938755064
522	0.09343741121
523	0.09315564562
524	0.09292994822
525	0.09265214244
526	0.09238072954
527	0.09221800106
528	0.09195268664
529	0.09173935301
530	0.09158596522
531	0.09145252142
532	0.09118722548
533	0.09092929879
534	0.09077254505
535	0.09060530545
536	0.09039161285
537	0.09016888106
538	0.08998795015
539	0.0896664939
540	0.0893914908
541	0.08918495206
542	0.08895974061
543	0.08880762506
544	0.08861762182
545	0.08844080644
546	0.08830846797
547	0.08549	0.09548	0.0878432312
549	0.08766135245
550	0.0874931741
551	0.08730313403
552	0.08711813019
553	0.08695289631
554	0.08664793174
555	0.08648559792
556	0.08641733268
557	0.08612276422
558	0.08589692358
559	0.08545717043
560	0.08517565051
561	0.08506745267
562	0.08497714091
563	0.08476268494
564	0.08453714011
565	0.08433839004
566	0.08415204089
567	0.08392301294
568	0.08374132689
569	0.08358086402
570	0.08348458183
571	0.08324009706
572	0.0830349039
573	0.08284235554
574	0.08260274752
575	0.08234472724
576	0.08214932576
577	0.081961579	0.578	0.081701580	0.579	0.08144595251
580	0.08126015396
581	0.08099797205
582	0.08088719498
583	0.08069585514
584	0.08046217091
585	0.08030907771
586	0.08010786742
587	0.07992559181
588	0.07973787685
589	0.07958260943
590	0.0794366727
591	0.07925960638
592	0.079132914
593	0.07898829296
594	0.07886675321
595	0.07868367705
596	0.0785817939
597	0.0784208625
598	0.07820171963
599	0.07801181639
600	0.07782724343
601	0.07754675026
602	0.07734556063
603	0.07714516459
604	0.07692852147
605	0.07676523409
606	0.07660783859
607	0.0764579965
608	0.07634511215
609	0.07620839004
610	0.07607902674
611	0.07594584018
612	0.07579707706
613	0.07564017717
614	0.07546052953
615	0.07518752565
616	0.0749943134
617	0.07486429636
618	0.07464055934
619	0.0743534382
620	0.07406920095
621	0.07400966452
622	0.0739133007
623	0.0736863729
624	0.07360210774
625	0.07345683621
626	0.07328571307
627	0.07314596641
628	0.07304676112
629	0.07287411538
630	0.07265316408
631	0.07248341577
632	0.07234608486
633	0.07215737134
634	0.07198331932
635	0.07186269661
636	0.07172086176
637	0.07153422703
638	0.07139868437
639	0.0712640707
640	0.07110346144
641	0.07103378451
642	0.07099522164
643	0.07092248659
644	0.07075679288
645	0.07061416402
646	0.07047411332
647	0.07026348082
648	0.07014028138
649	0.07002710339
650	0.06977758532
651	0.06965625631
652	0.06955550109
653	0.06945514961
654	0.06925523599
655	0.06914783937
656	0.06904671642
657	0.06889513144
658	0.06885157335
659	0.06862253668
660	0.06838931026
661	0.06823817753
662	0.06807726458
663	0.0679627887
664	0.06785175733
665	0.06758876071
666	0.06737365364
667	0.06726962162
668	0.06713975203
669	0.06704978988
670	0.06682487293
671	0.06664733869
672	0.06646894503
673	0.06632902863
674	0.06619252381
675	0.06610341308
676	0.06601535183
677	0.0659074366
678	0.06579773309
679	0.06562006745
680	0.06546880136
681	0.06531795326
682	0.06522276457
683	0.06511184839
684	0.06495390268
685	0.06486775735
686	0.06472599536
687	0.06460982149
688	0.06451207788
689	0.06438841002
690	0.06430064048
691	0.06414584741
692	0.06409093214
693	0.06397929094
694	0.06382509264
695	0.06368813539
696	0.06351806511
697	0.06332880682
698	0.0631816614
699	0.0630303521
700	0.06292472068
701	0.06285002893
702	0.06273491727
703	0.06256020379
704	0.06245171732
705	0.06232905544
706	0.0622052529
707	0.06203218654
708	0.06187617762
709	0.06172969915
710	0.0615443741
711	0.06139055361
712	0.06134863276
713	0.06121558569
714	0.06114456164
715	0.06100262629
716	0.06094342486
717	0.06078551871
718	0.06067112817
719	0.06054840292
720	0.06044426365
721	0.0603580337
722	0.06029404933
723	0.06016145646
724	0.06004605678
725	0.05995523474
726	0.05988185058
727	0.05980143832
728	0.05966874642
729	0.05955114162
730	0.05942073175
731	0.05927763228
732	0.05923334584
733	0.05914076257
734	0.05907484287
735	0.05890337353
736	0.05870680035
737	0.05860222207
738	0.05848254048
739	0.0583927457
740	0.05830965025
741	0.05819383718
742	0.05810272739
743	0.05797766644
744	0.05788735228
745	0.05777486753
746	0.05767881532
747	0.05756488296
748	0.05751016799
749	0.0574476206
750	0.05730721197
751	0.05722428576
752	0.05710380985
753	0.05695089329
754	0.0569057481
755	0.05676848401
756	0.05667661499
757	0.05651592333
758	0.05637662543
759	0.05627198786
760	0.05618635233
761	0.05614611446
762	0.05605633084
763	0.05598829195
764	0.05588044892
765	0.05576439835
766	0.05568902022
767	0.05552353883
768	0.05539553355
769	0.05535202814
770	0.05524097986
771	0.05511725562
772	0.05505131949
773	0.05497686839
774	0.0549317955
775	0.05489806268
776	0.05483418101
777	0.05474041823
778	0.0546831168
779	0.05457335103
780	0.05452243675
781	0.05440718114
782	0.05432872417
783	0.05425966337
784	0.05414441938
785	0.05404684767
786	0.05397381159
787	0.05388999292
788	0.05368575779
789	0.05363186238
790	0.05355047458
791	0.05344757654
792	0.05335527384
793	0.05326352208
794	0.05318430561
795	0.05313384723
796	0.05306332408
797	0.05302235568
798	0.05291299247
799	0.05283836709
800	0.05269646431
801	0.05263393753
802	0.0525127258
803	0.05243533277
804	0.0523828624
805	0.05227538439
806	0.0521695064
807	0.05207530072
808	0.05198650585
809	0.05189148747
810	0.05181718464
811	0.05171269615
812	0.05166733843
813	0.05160694125
814	0.05151939817
815	0.05145566452
816	0.05134057466
817	0.05125420073
818	0.05119204837
819	0.05112903003
820	0.05108539729
821	0.05099335159
822	0.05091273503
823	0.05083778347
824	0.05075456129
825	0.05068883046
826	0.05062407475
827	0.05059696302
828	0.05053626489
829	0.05049292919
830	0.05041382207
831	0.05029447467
832	0.05020058544
833	0.05011635569
834	0.0500112355
835	0.0499243025
836	0.04978765
837	0.04970715149
838	0.04964796578
839	0.049568435
840	0.04949225315
841	0.04943222933
842	0.04936452555
843	0.04933797626
844	0.04920601109
845	0.04914620591
846	0.04905526119
847	0.04898338248
848	0.04892078178
849	0.04885277767
850	0.04877460561
851	0.04866187541
852	0.04855109079
853	0.04842138064
854	0.04837920222
855	0.04831352244
856	0.04822702641
857	0.04815873595
858	0.04796628284
859	0.04787200266
860	0.04778171712
861	0.04774528786
862	0.04763940625
863	0.04759487636
864	0.04750861554
865	0.04743056058
866	0.04735547444
867	0.04729823822
868	0.04722676193
869	0.0471275072
870	0.04702503167
871	0.04694876847
872	0.04687517754
873	0.04684985744
874	0.04680787545
875	0.04673851671
876	0.04664484332
877	0.04657654636
878	0.04647982691
879	0.04644381078
880	0.04635504584
881	0.04625973651
882	0.04620349727
883	0.04612740333
884	0.04606948533
885	0.04599646854
886	0.04594070282
887	0.04587030921
888	0.04583742641
889	0.04572908631
890	0.0456295962
891	0.0455844195
892	0.0454674937
893	0.04535695992
894	0.0452526088
895	0.04514835924
896	0.04505761481
897	0.04497831888
898	0.04493670095
899	0.04487730718
900	0.04483083622
901	0.04478127321
902	0.04473009598
903	0.04466273549
904	0.04458540032
905	0.04452003388
906	0.04446261062
907	0.04440682331
908	0.04435437356
909	0.04432726484
910	0.04427310305
911	0.04420089381
912	0.04414240142
913	0.04410733574
914	0.04405590276
915	0.043991052
916	0.04394702698
917	0.04388555035
918	0.04383754229
919	0.04377525937
920	0.04371786229
921	0.04367289311
922	0.04363802173
923	0.04354873282
924	0.0434868617
925	0.04338151079
926	0.04332801489
927	0.04325126891
928	0.04318728978
929	0.04314783519
930	0.0431095584
931	0.04302978961
932	0.04297217984
933	0.04292213372
934	0.04282265126
935	0.04272388979
936	0.04261228638
937	0.04257229657
938	0.04249631453
939	0.0424492309
940	0.04236662741
941	0.04227078323
942	0.04219898781
943	0.04214371489
944	0.04208823743
945	0.04199686873
946	0.04193434249
947	0.04187914962
948	0.04184755253
949	0.04175745271
950	0.04170927643
951	0.0416786482
952	0.04163590167
953	0.04159091795
954	0.04153599064
955	0.04147957146
956	0.04142478748
957	0.04136108299
958	0.04130912977
959	0.04127386366
960	0.04122065269
961	0.04112683084
962	0.04106308366
963	0.04097404652
964	0.04092962415
965	0.04090209151
966	0.04084333524
967	0.04081257409
968	0.04076364119
969	0.04072974016
970	0.04067557489
971	0.04060853591
972	0.04054747863
973	0.04050012226
974	0.04045806276
975	0.04042001237
976	0.04036586341
977	0.04030500218
978	0.04024718815
979	0.04018001571
980	0.04012020051
981	0.04006119179
982	0.04002690709
983	0.03996685582
984	0.03990423768
985	0.03986716726
986	0.03980927449
987	0.03975480163
988	0.03969323135
989	0.03965101436
990	0.03955324
991	0.0394958505
992	0.03944203292
993	0.03938696953
994	0.0393064238
995	0.03927587747
996	0.03922513145
997	0.03917703856
998	0.03911990021
999	0.03905963231
99	0.0371684226
